filename	minor	major	total	ownership
src/test/compile-fail/lint-non-snake-case-modules.rs	2	2	4	0.5
src/rt/libuv/src/ares/AUTHORS	0	3	3	0.6
src/rt/libuv/src/unix/eio/eio.c	0	2	2	0.75
src/test/compile-fail/issue-27842.rs	1	4	5	0.5681818181818182
src/rt/rust_stack.h	6	2	8	0.6129032258064516
mk/cfg/i686-pc-windows-msvc.mk	3	4	7	0.60431654676259
src/test/run-pass/extern-pass-TwoU16s.rs	12	3	15	0.6350877192982456
src/test/run-pass/issue-18514.rs	6	4	10	0.4316546762589928
src/test/run-pass/slowparse-bstring.rs	1	3	4	0.782608695652174
src/test/run-pass/issue-27859.rs	1	2	3	0.875
src/test/compile-fail/constrained-type-missing-check.rs	3	5	8	0.25
src/comp/front/creader.rs	3	5	8	0.40404040404040403
src/boot/README	0	1	1	1.0
src/comp/syntax/ext/env.rs	6	7	13	0.3170731707317073
src/test/run-pass/move-2-unique.rs	12	3	15	0.45614035087719296
src/test/compile-fail/borrowck/borrowck-mut-slice-of-imm-vec.rs	2	4	6	0.4186046511627907
src/test/run-pass/c-stack-returning-int64.rs	24	3	27	0.5106382978723404
src/librustc/middle/macros.rs	0	1	1	1.0
src/test/compile-fail-fulldeps/proc-macro/expand-to-unstable-2.rs	0	3	3	0.3333333333333333
src/test/run-fail/write-guard-fail-2.rs	0	2	2	0.5
src/test/codegen/zip.rs	5	5	10	0.41333333333333333
src/test/run-make/dep-info-spaces/Makefile	6	5	11	0.3090909090909091
mk/cfg/mips-unknown-linux-uclibc.mk	2	4	6	0.3793103448275862
src/libextra/crypto/cryptoutil.rs	6	2	8	0.8686131386861314
src/test/stdtest/rand.rs	0	6	6	0.36363636363636365
src/test/compile-fail/static-priv-by-default.rs	2	2	4	0.8615384615384616
src/test/compile-fail/bad-crate-id.rs	2	3	5	0.5794392523364486
src/test/codegen/hello.cc	1	2	3	0.9
src/test/parse-fail/struct-literal-in-match-discriminant.rs	8	3	11	0.5757575757575758
src/test/run-pass/traits-issue-26339.rs	3	3	6	0.48717948717948717
src/test/run-pass/drop-flag-skip-sanity-check.rs	9	3	12	0.3444976076555024
src/test/compile-fail/invalid-intrinsic.rs	2	3	5	0.6451612903225806
src/test/run-fail/rhs-type.rs	19	3	22	0.6167400881057269
src/libextra/net/mod.rs	0	2	2	0.9375
src/test/incremental/rlib_cross_crate/auxiliary/a.rs	3	3	6	0.4444444444444444
src/test/run-pass/trait-inheritance-auto-xc.rs	14	3	17	0.5384615384615384
src/librustc_trans/trans/foreign.rs	38	4	42	0.48206686930091186
src/test/run-pass-fulldeps/plugin-link-does-resolve.rs	2	3	5	0.5517241379310345
src/test/rustdoc/inline_cross/auxiliary/issue-33113.rs	0	4	4	0.6363636363636364
src/libcore/str/pattern.rs	17	4	21	0.42716857610474634
src/test/run-pass/generic-exterior-unique.rs	11	3	14	0.4375
src/test/run-make/error-writing-dependencies/foo.rs	0	3	3	0.8461538461538461
src/test/run-make/prefer-rlib/bar.rs	3	1	4	0.8695652173913043
src/test/compile-fail/qquote-1.rs	22	4	26	0.603225806451613
src/rt/arch/armv7s/record_sp.S	3	3	6	0.676056338028169
src/test/run-pass/placement-in-syntax.rs	2	3	5	0.5777777777777777
src/rt/libuv/test/runner.c	0	3	3	0.6666666666666666
src/test/run-pass/vec_cycle.rs	4	4	8	0.5121951219512195
src/libsyntax/parse/attr.rs	63	4	67	0.522883295194508
src/test/run-pass/bind-obj-ctor.rs	0	6	6	0.3333333333333333
src/libstd/old_iter.rs	5	3	8	0.68
src/libstd/rt/io/native/stdio.rs	0	3	3	0.8275862068965517
src/test/compile-fail/issue-12560-2.rs	5	5	10	0.37142857142857144
src/test/compile-fail/issue-22289.rs	6	3	9	0.6612903225806451
src/test/run-pass/reexport-star.rs	13	3	16	0.4632352941176471
src/etc/install.sh	5	3	8	0.6302521008403361
src/test/compile-fail/vec-res-add.rs	25	2	27	0.536144578313253
src/bootstrap/metadata.rs	0	2	2	0.6363636363636364
src/test/run-pass/autoref-intermediate-types-issue-3585.rs	15	3	18	0.5208333333333334
src/test/compile-fail/lint-non-uppercase-statics.rs	11	4	15	0.5290322580645161
src/test/parse-fail/issue-10636-2.rs	5	3	8	0.5137614678899083
src/test/run-pass/region-param.rs	0	2	2	0.5
src/test/run-pass/issue-21562.rs	3	3	6	0.6111111111111112
src/test/compile-fail/variadic-ffi-1.rs	4	3	7	0.578125
src/libstd/rt/uv/file.rs	9	2	11	0.8093023255813954
src/test/run-fail/overflowing-simd-rsh-2.rs	4	2	6	0.847457627118644
src/test/run-pass/aux/extern_mod_ordering_lib.rs	0	1	1	1.0
src/test/run-pass/maybe-mutable.rs	10	3	13	0.38461538461538464
src/test/compile-fail/borrowck-overloaded-index-move-index.rs	5	3	8	0.47368421052631576
src/test/compile-fail/unsafe-fn-used-as-value.rs	6	3	9	0.48148148148148145
src/libstd/rt/io/extensions.rs	14	1	15	0.8654545454545455
src/test/run-pass/mod_dir_implicit_aux/compiletest-ignore-dir	2	3	5	0.5428571428571428
src/test/run-pass/simd-generics.rs	11	3	14	0.42168674698795183
src/test/compile-fail/concat_idents-gate.rs	5	2	7	0.575
src/rustc/metadata/creader.rs	10	7	17	0.35454545454545455
src/libcore/rt/io/net/tcp.rs	3	2	5	0.547945205479452
src/rt/arch/armv7/morestack.S	3	3	6	0.676056338028169
src/test/run-pass/aux/inline_dtor.rs	0	1	1	1.0
src/libsyntax_ext/proc_macro_registrar.rs	3	4	7	0.4583333333333333
src/librustc/middle/trans/monomorphize.rs	40	2	42	0.787338660110633
src/test/run-pass/issue-16597-empty.rs	7	5	12	0.3767123287671233
src/test/run-pass/issue-15444.rs	5	3	8	0.5454545454545454
src/rt/libuv/src/uv-unix.c	0	2	2	0.5
src/test/run-pass-fulldeps/aux/plugin_args.rs	0	1	1	1.0
src/libstd/io/option.rs	1	2	3	0.8723404255319149
src/lib/Map.rs	0	1	1	1.0
src/libstd/rt/logging.rs	16	1	17	0.8463476070528967
src/test/run-pass/issue-23208.rs	1	2	3	0.8484848484848485
src/test/run-pass/issue-5688.rs	7	3	10	0.4966442953020134
src/test/run-pass/issue-3888.rs	0	2	2	0.6666666666666666
src/test/run-pass/boxed-trait-with-vstore.rs	9	2	11	0.7222222222222222
src/test/run-pass/issue-21291.rs	7	2	9	0.4897959183673469
src/doc/style/features/traits/reuse.md	7	5	12	0.42073170731707316
src/test/run-fail/die-macro-expr.rs	11	3	14	0.5454545454545454
src/rt/jemalloc/test/rallocm.c	0	5	5	0.7777777777777778
src/test/compile-fail/export-boot.rs	0	3	3	0.5
src/etc/mklldeps.py	21	4	25	0.6033402922755741
src/test/compile-fail/borrowck-move-out-of-tuple-struct-with-dtor.rs	9	2	11	0.8088235294117647
src/test/run-pass/unique-fn-ret.rs	9	3	12	0.4329268292682927
src/test/run-pass/expr-match.rs	4	3	7	0.48672566371681414
src/rt/libuv/src/unix/eio/demo.c	0	1	1	1.0
src/test/ui/span/issue28498-reject-trait-bound.stderr	2	4	6	0.5952380952380952
src/rustbook/help.rs	4	4	8	0.44966442953020136
src/comp/front/extenv.rs	1	6	7	0.2608695652173913
src/test/compile-fail/fn-item-type.rs	7	5	12	0.5211267605633803
src/librustc/middle/outlives.rs	1	3	4	0.7111111111111111
src/test/run-pass/aux/foreign_lib.rs	0	1	1	1.0
src/test/auxiliary/issue-14344-2.rs	4	3	7	0.4489795918367347
src/librustc/session/filesearch.rs	6	5	11	0.4330708661417323
src/test/compile-fail/cap-clause-both-copy-and-move.rs	0	8	8	0.23529411764705882
src/rt/jemalloc/test/jemalloc_test.h.in	0	5	5	0.7777777777777778
src/test/compile-fail/issue-15524.rs	10	3	13	0.4787234042553192
